iso,ident,npd,total_qty
6820-R2-67195-01,C6SBR43V,1,35.3
6820-R2-67195-01,C76KHVWS,1/2,1.0
6820-R2-67195-01,CZ2LEZE,1,2.0
6820-R2-67195-01,PS201,1,4.0
6820-R2-67195-01,PS210,1,1.0
6820-R2-67195-01,PS221,1,1.0
6820-R2-67195-01,PS433,1,5.0
6820-R2-67195-01,PS712,1,1.0
6820-R2-67195-01,PS713,1,1.0
6820-R2-67195-01,PS718,1,1.0
6820-R2-67195-01,PS719,1,3.0
6820-R2-67196-01,C1DMWEK,1,3.0
6820-R2-67196-01,C6SBR43V,1,6.5
6820-R2-67196-02,C1DMWEK,1,1.0
6820-R2-67196-02,C6SBR43V,1,27.9
6820-R2-67196-02,PS201,1,5.0
6820-R2-67196-02,PS433,1,5.0
6820-R2-67196-02,PS712,1,5.0
6820-R2-67196-03,C1DMWEK,1,3.0
6820-R2-67196-03,C6SBR43V,1,5.0
6820-R2-67196-03,C76KHVWS,1/2,1.0
6820-R2-67196-03,CZ2LEZE,1,1.0
6820-R2-67196-03,PS201,1,1.0
6820-R2-67196-03,PS433,1,1.0
6820-R2-67196-03,PS718,1,1.0
6820-R2-67197-01,C1DMWEK,1,3.0
6820-R2-67197-01,C6SBR43V,1,13.2
6820-R2-67197-01,PS210,1,2.0
6820-R2-67197-01,PS221,1,1.0
6820-R2-67197-01,PS401,1,2.0
6820-R2-67197-01,PS713,1,2.0
6820-R2-67197-02,C1DMWEK,1,1.0
6820-R2-67197-02,C1NJUHLW,1/2,1.0
6820-R2-67197-02,C6SBR422,1/2,0.6
6820-R2-67197-02,C6SBR43V,1,2.5
6820-R2-67197-02,C76KHVWS,1/2,2.0
6820-R2-67197-02,CZ2LEZE,1,1.0
6820-R2-67197-02,PS201,1,1.0
6820-R2-67197-02,PS433,1,1.0
6820-R2-67197-02,PS712,1,1.0
6820-R2-67199-01,C1DMWEK,1,2.0
6820-R2-67199-01,C6SBR43V,1,5.4
6820-R2-67199-01,C76KHVWS,1/2,1.0
6820-R2-67199-01,CZ2LEZE,1,1.0
6820-R2-67199-01,PS210,1,1.0
6820-R2-67199-01,PS221,1,1.0
6820-R2-67199-01,PS713,1,1.0
6820-R2-67200-01,C6SBR43V,1,0.7
6820-R2-67200-01,C76KHVWS,1/2,1.0
6820-R2-67200-01,CZ2LEZE,1,1.0
6820-R2-67201-01,C6SBR43V,1,0.3
6820-R2-67201-01,C76KHVWS,1/2,1.0
6820-R2-67201-01,CZ2LEZE,1,1.0
6820-R2-67202-01,C1NJUHLW,1/2,1.0
6820-R2-67202-01,C6SBR422,1/2,0.5
6820-R2-67202-01,C6SBR43V,1,1.1
6820-R2-67202-01,C76KHVWS,1/2,2.0
6820-R2-67202-01,CZ2LEZE,1,2.0
6820-R2-67202-01,PS201,1,1.0
6820-R2-67202-01,PS433,1,1.0
6820-R2-67202-01,PS709,1,1.0
6820-R2-67203-01,C1DMWEN,2,5.0
6820-R2-67203-01,C76KHVWW,2,1.0
6820-R2-67203-01,C8GWJY7T,2,41.4
6820-R2-67203-01,CZ2LEZH,2,1.0
6820-R2-67203-01,PS201,2,4.0
6820-R2-67203-01,PS433,2,4.0
6820-R2-67203-01,PS712,2,1.0
6820-R2-67203-01,PS719,2,2.0
6820-R2-67203-02,C1DR2JR,2,1.0
6820-R2-67203-02,C1DR2JY,2,1.0
6820-R2-67203-02,C1NJUHLY,1,1.0
6820-R2-67203-02,C6S4K88R,5/8,4.0
6820-R2-67203-02,C6SBR43V,1,0.3
6820-R2-67203-02,C76KHVWU,1,1.0
6820-R2-67203-02,C7SM1YGR,2,1.0
6820-R2-67203-02,C8GWJY7T,2,32.6
6820-R2-67203-02,CZ2LEZH,2,1.0
6820-R2-67203-02,PS201,2,3.0
6820-R2-67203-02,PS433,2,4.0
6820-R2-67203-02,PS719,2,4.0
6820-R2-67204-01,C1DMWEN,2,3.0
6820-R2-67204-01,C76KHVWW,2,1.0
6820-R2-67204-01,C8GWJY7T,2,17.1
6820-R2-67204-01,PS210,2,1.0
6820-R2-67204-01,PS221,2,1.0
6820-R2-67204-01,PS713,2,1.0
6820-R2-67204-02,C1DMWEK,1,2.0
6820-R2-67204-02,C6SBR43V,1,18.8
6820-R2-67204-02,PS201,1,1.0
6820-R2-67204-02,PS210,1,1.0
6820-R2-67204-02,PS221,1,1.0
6820-R2-67204-02,PS433,1,2.0
6820-R2-67204-02,PS713,1,1.0
6820-R2-67204-02,PS719,1,2.0
6820-R2-67204-03,C1DMWEK,1,1.0
6820-R2-67204-03,C1NJUHLW,1/2,1.0
6820-R2-67204-03,C6SBR422,1/2,0.5
6820-R2-67204-03,C6SBR43V,1,4.5
6820-R2-67204-03,C76KHVWS,1/2,2.0
6820-R2-67204-03,CZ2LEZE,1,1.0
6820-R2-67204-03,PS201,1,1.0
6820-R2-67204-03,PS433,1,1.0
6820-R2-67204-03,PS709,1,1.0
6820-R2-67205-01,C1DMWEK,1,2.0
6820-R2-67205-01,C6SBR43V,1,22.3
6820-R2-67205-01,CZ2LEZE,1,1.0
6820-R2-67205-01,PS210,1,3.0
6820-R2-67205-01,PS401,1,1.0
6820-R2-67205-01,PS713,1,3.0
6820-R2-67205-02,C1DMWEK,1,1.0
6820-R2-67205-02,C6SBR43V,1,20.9
6820-R2-67205-02,CZ2LEZE,1,1.0
6820-R2-67205-02,PS210,1,1.0
6820-R2-67205-02,PS713,1,1.0
6820-R2-67205-03,C1DMWEK,1,3.0
6820-R2-67205-03,C6SBR43V,1,11.7
6820-R2-67205-03,PS201,1,3.0
6820-R2-67205-03,PS433,1,3.0
6820-R2-67205-03,PS712,1,3.0
6820-R2-67205-04,C1DMWEK,1,1.0
6820-R2-67205-04,C6SBR43V,1,4.8
6820-R2-67205-04,C76KHVWS,1/2,1.0
6820-R2-67205-04,CZ2LEZE,1,1.0
6820-R2-67205-04,PS201,1,1.0
6820-R2-67205-04,PS433,1,1.0
6820-R2-67205-04,PS718,1,1.0
6820-R2-67207-01,C1DMWEK,1,2.0
6820-R2-67207-01,C1NJUHLW,1/2,1.0
6820-R2-67207-01,C6SBR422,1/2,0.7
6820-R2-67207-01,C6SBR43V,1,10.1
6820-R2-67207-01,C76KHVWS,1/2,2.0
6820-R2-67207-01,CZ2LEZE,1,1.0
6820-R2-67207-01,PS201,1,1.0
6820-R2-67207-01,PS210,1,1.0
6820-R2-67207-01,PS221,1,1.0
6820-R2-67207-01,PS433,1,1.0
6820-R2-67207-01,PS709,1,1.0
6820-R2-67207-01,PS712,1,1.0
6820-R2-67208-01,C1DMWEN,2,3.0
6820-R2-67208-01,C76KHVWW,2,1.0
6820-R2-67208-01,C8GWJY7T,2,13.5
6820-R2-67208-01,PS201,2,1.0
6820-R2-67208-01,PS433,2,1.0
6820-R2-67208-01,PS712,2,1.0
6820-R2-67208-02,C1DMWEK,1,2.0
6820-R2-67208-02,C1NJUHLW,1/2,1.0
6820-R2-67208-02,C6SBR422,1/2,0.7
6820-R2-67208-02,C6SBR43V,1,5.5
6820-R2-67208-02,C76KHVWS,1/2,2.0
6820-R2-67208-02,CZ2LEZE,1,2.0
6820-R2-67208-02,PS210,1,1.0
6820-R2-67208-02,PS221,1,1.0
6820-R2-67208-02,PS713,1,1.0
6820-R2-67208-03,C1DMWEN,2,1.0
6820-R2-67208-03,C8GWJY7T,2,18.6
6820-R2-67208-03,PS201,2,2.0
6820-R2-67208-03,PS433,2,2.0
6820-R2-67208-03,PS712,2,1.0
6820-R2-67208-03,PS719,2,1.0
6820-R2-67209-01,C1DMWEK,1,5.0
6820-R2-67209-01,C6SBR43V,1,34.1
6820-R2-67209-01,C76KHVWS,1/2,1.0
6820-R2-67209-01,CZ2LEZE,1,2.0
6820-R2-67209-01,PS201,1,6.0
6820-R2-67209-01,PS210,1,1.0
6820-R2-67209-01,PS221,1,1.0
6820-R2-67209-01,PS433,1,6.0
6820-R2-67209-01,PS715,1,1.0
6820-R2-67209-01,PS719,1,6.0
6820-R2-67210-01,C1DMWEK,1,1.0
6820-R2-67210-01,C6SBR43V,1,4.8
6820-R2-67210-01,C76KHVWS,1/2,1.0
6820-R2-67210-01,CZ2LEZE,1,1.0
6820-R2-67210-01,PS201,1,1.0
6820-R2-67210-01,PS433,1,1.0
6820-R2-67210-01,PS718,1,1.0
6820-R2-67211-01,C1DMWEJ,3/4,1.0
6820-R2-67211-01,C1DMWEK,1,2.0
6820-R2-67211-01,C1DR2JM,1,2.0
6820-R2-67211-01,C6S4K87U,1/2,8.0
6820-R2-67211-01,C76KHSRZ,1,2.0
6820-R2-67211-01,C76RJXHV,1,1.0
6820-R2-67211-01,CPPD3S1M,3/4,1.3
6820-R2-67211-01,CPPD3S28,1,10.8
6820-R2-67211-01,CZ2LEZD,3/4,1.0
6820-R2-67211-01,PS201,1,1.0
6820-R2-67211-01,PS210,1,1.0
6820-R2-67211-01,PS433,1,1.0
6820-R2-67211-01,PS709,1,1.0
6820-R2-67211-01,PS713,1,1.0
6820-R2-67211-02,C1DMWEK,1,4.0
6820-R2-67211-02,CPPD3S28,1,24.7
6820-R2-67211-02,PS201,1,4.0
6820-R2-67211-02,PS210,1,1.0
6820-R2-67211-02,PS433,1,5.0
6820-R2-67211-02,PS712,1,1.0
6820-R2-67211-02,PS719,1,1.0
6820-R2-67211-03,C1DMWEC,1,2.0
6820-R2-67211-03,C1DMWEK,1,1.0
6820-R2-67211-03,CPPD3S28,1,24.3
6820-R2-67211-03,CZ2LEZE,1,2.0
6820-R2-67211-03,PS201,1,2.0
6820-R2-67211-03,PS210,1,1.0
6820-R2-67211-03,PS433,1,2.0
6820-R2-67211-03,PS723,1,1.0
6820-R2-67211-04,C1DMWEC,1,1.0
6820-R2-67211-04,C1DMWEK,1,2.0
6820-R2-67211-04,C1DR2JM,1,2.0
6820-R2-67211-04,C6S4K87U,1/2,8.0
6820-R2-67211-04,C76KHSRZ,1,2.0
6820-R2-67211-04,C76RJXHV,1,1.0
6820-R2-67211-04,CPPD3S28,1,18.1
6820-R2-67211-04,PS210,1,1.0
6820-R2-67211-04,PS433,1,1.0
6820-R2-67211-04,PS712,1,1.0
6820-R2-67211-04,PS713,1,1.0
6820-R2-67212-01,C1DMWEJ,3/4,1.0
6820-R2-67212-01,C1DMWEK,1,2.0
6820-R2-67212-01,C1DR2JM,1,1.0
6820-R2-67212-01,C6S4K87U,1/2,8.0
6820-R2-67212-01,C76KHSRZ,1,2.0
6820-R2-67212-01,C76RJXHV,1,1.0
6820-R2-67212-01,CPPD3S1M,3/4,2.1
6820-R2-67212-01,CPPD3S28,1,3.5
6820-R2-67212-01,CZ2LEZD,3/4,1.0
6820-R2-67212-01,PS201,1,1.0
6820-R2-67212-01,PS433,1,1.0
6820-R2-67212-01,PS712,1,1.0
6820-R2-67212-02,C1DMWEK,1,3.0
6820-R2-67212-02,C1DR2JM,1,1.0
6820-R2-67212-02,CPPD3S28,1,17.8
6820-R2-67212-02,PS201,1,1.0
6820-R2-67212-02,PS210,1,1.0
6820-R2-67212-02,PS221,1,1.0
6820-R2-67212-02,PS433,1,1.0
6820-R2-67212-02,PS713,1,1.0
6820-R2-67212-02,PS719,1,1.0
6820-R2-67212-03,C1DMWEK,1,2.0
6820-R2-67212-03,CPPD3S28,1,20.5
6820-R2-67212-03,PS201,1,2.0
6820-R2-67212-03,PS210,1,1.0
6820-R2-67212-03,PS433,1,2.0
6820-R2-67212-03,PS723,1,1.0
6820-R2-67212-04,C1DMWEK,1,3.0
6820-R2-67212-04,CPPD3S28,1,23.4
6820-R2-67212-04,CZ2LEZE,1,1.0
6820-R2-67212-04,PS201,1,3.0
6820-R2-67212-04,PS210,1,1.0
6820-R2-67212-04,PS433,1,3.0
6820-R2-67212-04,PS719,1,1.0
6820-R2-67212-04,PS723,1,1.0
6820-R2-67212-05,C1DMWEK,1,3.0
6820-R2-67212-05,C1DR2JM,1,2.0
6820-R2-67212-05,C6S4K87U,1/2,8.0
6820-R2-67212-05,C76KHSRZ,1,2.0
6820-R2-67212-05,C76RJXHV,1,1.0
6820-R2-67212-05,CPPD3S28,1,19.2
6820-R2-67212-05,PS210,1,2.0
6820-R2-67212-05,PS433,1,1.0
6820-R2-67212-05,PS709,1,2.0
6820-R2-67212-05,PS712,1,1.0
6820-R2-67213-01,C6S4K87F,1,2.0
6820-R2-67213-01,C6S4K87S,1/2,4.0
6820-R2-67213-01,C6S4K87U,1/2,8.0
6820-R2-67213-01,C76KHSRR,1,1.0
6820-R2-67213-01,C76SNTEV,1/2,1.0
6820-R2-67213-01,C7W2U478,1,1.0
6820-R2-67213-01,PS201,1,1.0
6820-R2-67213-01,PS433,1,1.0
6820-R2-67213-02,C6S4K87F,1,4.0
6820-R2-67213-02,C6S4K87T,1/2,8.0
6820-R2-67213-02,C6S4K87U,1/2,8.0
6820-R2-67213-02,C76KHSRR,1,1.0
6820-R2-67213-02,PS433,1,1.0
6820-R2-67213-02,PS709,1,1.0
6820-R2-67213-03,C6S4K87F,1,2.0
6820-R2-67213-03,C6S4K87U,1/2,8.0
6820-R2-67213-03,C7CXA8BE,1,1.0
6820-R2-67214-01,C6S4K88S,5/8,4.0
6820-R2-67214-01,C6S4K891,5/8,4.0
6820-R2-67214-01,C76KHSS5,3,3.0
6820-R2-67214-01,C76RJXHR,3,1.0
6820-R2-67216-01,C1DMWEF,2,1.0
6820-R2-67216-01,C1DMWEN,2,4.0
6820-R2-67216-01,C1DR2JR,2,3.0
6820-R2-67216-01,C6S4K87V,1/2,4.0
6820-R2-67216-01,C6S4K88R,5/8,12.0
6820-R2-67216-01,C7J6DK24,2,1.0
6820-R2-67216-01,C7SM1YGR,2,3.0
6820-R2-67216-01,C8GWJY7T,2,75.7
6820-R2-67216-01,CZ2LEZH,2,1.0
6820-R2-67216-01,PS201,2,7.0
6820-R2-67216-01,PS210,2,1.0
6820-R2-67216-01,PS418,2,1.0
6820-R2-67216-01,PS433,2,7.0
6820-R2-67216-01,PS719,2,1.0
6820-R2-67216-02,C1DR2JM,1,1.0
6820-R2-67216-02,C1DR2JR,2,1.0
6820-R2-67216-02,C1DR2JV,1,1.0
6820-R2-67216-02,C1DR2JY,2,1.0
6820-R2-67216-02,C6S4K87U,1/2,8.0
6820-R2-67216-02,C6S4K87V,1/2,4.0
6820-R2-67216-02,C6S4K88R,5/8,4.0
6820-R2-67216-02,C6SBR43V,1,0.3
6820-R2-67216-02,C7J6DK21,1,1.0
6820-R2-67216-02,C7SM1YGM,1,2.0
6820-R2-67216-02,C7SM1YGR,2,1.0
6820-R2-67216-02,C8GWJY7T,2,52.4
6820-R2-67216-02,CZ2LEZH,2,2.0
6820-R2-67216-02,PS201,2,6.0
6820-R2-67216-02,PS433,2,6.0
6820-R2-67216-03,C1DMWEN,2,4.0
6820-R2-67216-03,C766B01H,2,1.0
6820-R2-67216-03,C76S9AH4,2,1.0
6820-R2-67216-03,C8GWJY7T,2,51.7
6820-R2-67216-03,CZ2LEZH,2,2.0
6820-R2-67216-03,PS201,2,6.0
6820-R2-67216-03,PS433,2,6.0
6820-R2-67216-03,PS712,2,1.0
6820-R2-67216-04,C1DR2JM,1,1.0
6820-R2-67216-04,C1DR2JR,2,1.0
6820-R2-67216-04,C1DR2JV,1,1.0
6820-R2-67216-04,C1DR2JY,2,1.0
6820-R2-67216-04,C6S4K87U,1/2,8.0
6820-R2-67216-04,C6S4K87V,1/2,12.0
6820-R2-67216-04,C6S4K88R,5/8,4.0
6820-R2-67216-04,C6SBR43V,1,0.4
6820-R2-67216-04,C7J6DK21,1,1.0
6820-R2-67216-04,C7SM1YGM,1,2.0
6820-R2-67216-04,C7SM1YGR,2,1.0
6820-R2-67216-04,C8GWJY7T,2,52.0
6820-R2-67216-04,PS201,2,6.0
6820-R2-67216-04,PS433,2,6.0
6820-R2-67216-05,C1DMWEF,2,2.0
6820-R2-67216-05,C1DMWEN,2,2.0
6820-R2-67216-05,C8GWJY7T,2,26.9
6820-R2-67216-05,CZ2LEZH,2,1.0
6820-R2-67216-05,PS201,2,3.0
6820-R2-67216-05,PS433,2,3.0
6820-R2-67216-06,C1DR2JR,2,2.0
6820-R2-67216-06,C1DR2JY,2,2.0
6820-R2-67216-06,C6S4K87V,1/2,16.0
6820-R2-67216-06,C6S4K88R,5/8,8.0
6820-R2-67216-06,C7SM1YGR,2,2.0
6820-R2-67216-06,C8GWJY7T,2,23.6
6820-R2-67216-06,PS201,2,4.0
6820-R2-67216-06,PS433,2,4.0
6820-R2-67218-02,C76N9VBG,1,3.0
6820-R2-67218-02,CBBPLK4,1,1.0
6820-R2-67218-02,PS210,1,1.0
6820-R2-67218-02,PS221,1,1.0
6820-R2-67219-02,C76N9VBG,1,3.0
6820-R2-67219-02,CBBPLK4,1,1.0
6820-R2-67219-02,PS210,1,1.0
6820-R2-67220-01,PS201,1,1.0
6820-R2-67220-01,PS433,1,1.0
6820-R2-67220-01,PS721,1,1.0
6820-R2-67220-02,C76N9VBG,1,3.0
6820-R2-67220-02,CBBPLK4,1,1.0
6820-R2-67220-02,PS210,1,2.0
6820-R2-67220-02,PS221,1,2.0
6820-R2-67220-02,PS731,1,1.0
6820-R2-67221-02,CGKFEG67,24,1.0
6820-R2-67221-03,C6S4K8BB,3/4,4.0
6820-R2-67221-03,C7J7XW33,24,1.0
6820-R2-67221-03,CGKFEG67,24,3.0
6820-R2-67221-03,PS204,24,1.0
6820-R2-67222-01,C6S4K8BR,3/4,8.0
6820-R2-67222-01,C7CT1ZG2,8,2.0
6820-R2-67222-01,C8PLE444,8,1.0
6820-R2-67222-01,PS430,8,1.0
6820-R2-67222-02,C6S4K8BD,3/4,16.0
6820-R2-67222-02,C7CT1ZG2,8,2.0
6820-R2-67222-02,PS209,8,1.0
6820-R2-67222-02,PS413,8,1.0
6820-R2-67222-02,PS430,8,1.0
6820-R2-67222-03,C6S4K8BC,3/4,16.0
6820-R2-67222-03,C7CT1ZG1,6,2.0
6820-R2-67222-03,PS209,8,2.0
6820-R2-67222-05,PS433,8,1.0
