iso,ident,npd,total_qty
6820-R2-67061-02,C6S4K87U,1/2,8.0
6820-R2-67061-02,C76KHSRR,1,1.0
6820-R2-67061-02,PS430,1,1.0
6820-R2-67061-02,PS433,1,1.0
6820-R2-67061-02,PS709,1,1.0
6820-R2-67062-01,C76KFFTD,1,9.1
6820-R2-67062-01,C7BP5GGW,1,3.0
6820-R2-67062-01,C7CT1ZFH,1,1.0
6820-R2-67062-01,C7W2U48L,1,1.0
6820-R2-67065-01,C6S4K87F,1,4.0
6820-R2-67065-01,C6S4K87R,6,2.0
6820-R2-67065-01,C6S4K87U,1/2,16.0
6820-R2-67065-01,C6S4K8BC,3/4,16.0
6820-R2-67065-01,C7T63YAU,1,2.0
6820-R2-67065-01,C8RR9V37,1,2.0
6820-R2-67065-02,C6S4K8BF,3/4,16.0
6820-R2-67065-02,C6SBWZF4,8,2.0
6820-R2-67065-03,C6S4K87F,1,4.0
6820-R2-67065-03,C6S4K87U,1/2,16.0
6820-R2-67065-03,C7T63YAU,1,2.0
6820-R2-67065-03,C8RR9V37,1,2.0
6820-R2-67065-03,PS107,8,2.0
6820-R2-67065-03,PS206,8,2.0
6820-R2-67065-03,PS407,8,2.0
6820-R2-67065-04,C6S4K87R,6,2.0
6820-R2-67065-04,C6S4K8BC,3/4,16.0
6820-R2-67065-04,C6S4K8BE,3/4,16.0
6820-R2-67065-04,C6SBWZF4,8,2.0
6820-R2-67065-04,C8P7NJJZ,6,1.0
6820-R2-67065-04,C8P7NJK0,8,1.0
6820-R2-67065-04,PS204,8,1.0
6820-R2-67065-04,PS407,8,1.0
6820-R2-67065-05,C6S4K87U,1/2,4.0
6820-R2-67065-05,PS204,8,1.0
6820-R2-67065-05,PS206,8,1.0
6820-R2-67065-06,PS107,8,2.0
6820-R2-67065-06,PS204,8,2.0
6820-R2-67065-06,PS206,8,1.0
6820-R2-67065-06,PS406,8,2.0
6820-R2-67065-06,PS413,8,4.0
6820-R2-67065-07,C6S4K87U,1/2,8.0
6820-R2-67065-07,C6S4K8BE,3/4,32.0
6820-R2-67065-07,C6SBWZF4,8,4.0
6820-R2-67065-07,C8P7NJK0,8,2.0
6820-R2-67065-08,C6S4K87F,1,4.0
6820-R2-67065-08,C6S4K87U,1/2,16.0
6820-R2-67065-08,C7T63YAU,1,2.0
6820-R2-67065-08,C8RR9V37,1,2.0
6820-R2-67065-08,PS204,8,2.0
6820-R2-67065-08,PS206,8,2.0
6820-R2-67065-08,PS407,8,2.0
6820-R2-67065-09,C6S4K87F,1,4.0
6820-R2-67065-09,C6S4K87U,1/2,16.0
6820-R2-67065-09,C6S4K8BE,3/4,32.0
6820-R2-67065-09,C6SBWZF4,8,4.0
6820-R2-67065-09,C7T63YAU,1,2.0
6820-R2-67065-09,C8RR9V37,1,2.0
6820-R2-67065-09,PS204,8,2.0
6820-R2-67065-09,PS407,8,2.0
6820-R2-67065-10,PS204,8,2.0
6820-R2-67065-10,PS434,8,3.0
6820-R2-67065-11,C6S4K8BD,3/4,16.0
6820-R2-67065-11,C6S4K8BE,3/4,16.0
6820-R2-67065-11,C6SBWZF4,8,4.0
6820-R2-67065-11,C8P7NJK0,8,2.0
6820-R2-67065-11,PS410,8,4.0
6820-R2-67065-11,PS412,8,2.0
6820-R2-67065-11,PS902,8,2.0
6820-R2-67069-01,C6S4K87E,6,1.0
6820-R2-67069-01,C6S4K87F,1,2.0
6820-R2-67069-01,C6S4K87U,1/2,8.0
6820-R2-67069-01,C6S4K8BD,3/4,12.0
6820-R2-67069-01,C7T63YAU,1,1.0
6820-R2-67069-01,C8RR9V37,1,1.0
6820-R2-67069-02,C6S4K87N,4,3.0
6820-R2-67069-02,C6S4K88T,5/8,24.0
6820-R2-67069-02,C8P7NJJY,4,1.0
6820-R2-67069-02,PS204,4,1.0
6820-R2-67069-02,PS206,4,1.0
6820-R2-67069-02,PS407,4,1.0
6820-R2-67069-03,C6S4K87F,1,2.0
6820-R2-67069-03,C6S4K87U,1/2,8.0
6820-R2-67069-03,C7T63YAU,1,1.0
6820-R2-67069-03,C8RR9V37,1,1.0
6820-R2-67069-04,C6S4K87L,3,2.0
6820-R2-67069-04,C6S4K88S,5/8,8.0
6820-R2-67069-04,C8RR9V3B,3,1.0
6820-R2-67069-04,PS204,4,1.0
6820-R2-67069-04,PS407,4,1.0
6820-R2-67069-05,C6S4K87U,1/2,4.0
6820-R2-67069-05,PS204,4,1.0
6820-R2-67069-05,PS434,4,1.0
6820-R2-67069-06,PS204,4,2.0
6820-R2-67069-06,PS206,4,1.0
6820-R2-67070-01,C6S4K87R,6,2.0
6820-R2-67070-01,C6S4K8BC,3/4,16.0
6820-R2-67070-01,C99ZZ9DA,6,1.0
6820-R2-67070-01,PS204,6,1.0
6820-R2-67070-01,PS401,6,1.0
6820-R2-67072-01,C6S4K87R,6,1.0
6820-R2-67072-01,C6S4K8BC,3/4,8.0
6820-R2-67072-01,C6S4K8BF,3/4,8.0
6820-R2-67072-01,C6SBWZF4,8,1.0
6820-R2-67072-01,PS204,8,1.0
6820-R2-67072-01,PS219,8,1.0
6820-R2-67072-01,PS407,8,1.0
6820-R2-67072-02,C6S4K87F,1,2.0
6820-R2-67072-02,C6S4K87U,1/2,8.0
6820-R2-67072-02,C6S4K8BE,3/4,16.0
6820-R2-67072-02,C6SBWZF4,8,2.0
6820-R2-67072-02,C7T63YAU,1,1.0
6820-R2-67072-02,C99ZZ9D2,1,1.0
6820-R2-67072-02,C99ZZ9DB,8,1.0
6820-R2-67072-02,PS204,8,1.0
6820-R2-67072-02,PS219,8,1.0
6820-R2-67072-02,PS407,8,1.0
6820-R2-67072-03,C6S4K87U,1/2,4.0
6820-R2-67072-03,C6S4K8BC,3/4,8.0
6820-R2-67072-03,PS204,8,2.0
6820-R2-67072-03,PS206,8,1.0
6820-R2-67072-03,PS407,6,1.0
6820-R2-67072-04,C6S4K8BE,3/4,16.0
6820-R2-67072-04,C6S4K8BF,3/4,8.0
6820-R2-67072-04,C6SBWZF4,8,3.0
6820-R2-67072-04,C99ZZ9DB,8,1.0
6820-R2-67072-04,PS204,8,1.0
6820-R2-67072-04,PS209,8,1.0
6820-R2-67072-04,PS214,8,1.0
6820-R2-67072-04,PS407,8,1.0
6820-R2-67072-05,C6S4K87F,1,2.0
6820-R2-67072-05,C6S4K87U,1/2,8.0
6820-R2-67072-05,C6S4K8CU,7/8,12.0
6820-R2-67072-05,C6SDEV3P,8,1.0
6820-R2-67072-05,C7T63YAU,1,1.0
6820-R2-67072-05,C99ZZ9D2,1,1.0
6820-R2-67072-06,C6S4K87F,1,2.0
6820-R2-67072-06,C6S4K87U,1/2,8.0
6820-R2-67072-06,C7T63YAU,1,1.0
6820-R2-67072-06,C99ZZ9D2,1,1.0
6820-R2-67072-07,C6S4K87F,1,2.0
6820-R2-67072-07,C6S4K87U,1/2,8.0
6820-R2-67072-07,C7T63YAU,1,1.0
6820-R2-67072-07,C99ZZ9D2,1,1.0
6820-R2-67073-01,C6S4K87F,1,2.0
6820-R2-67073-01,C6S4K87U,1/2,8.0
6820-R2-67073-01,C76KHSRR,1,1.0
6820-R2-67073-01,C80R6Y1H,1,1.0
6820-R2-67073-01,PS204,4,1.0
6820-R2-67073-01,PS209,4,1.0
6820-R2-67073-01,PS214,4,1.0
6820-R2-67073-01,PS406,4,1.0
6820-R2-67073-02,C6S4K87N,4,2.0
6820-R2-67073-02,C6S4K88S,5/8,16.0
6820-R2-67073-03,C6S4K87F,1,2.0
6820-R2-67073-03,C6S4K87U,1/2,8.0
6820-R2-67073-03,C76KHSRR,1,1.0
6820-R2-67073-03,C80R6Y1H,1,1.0
6820-R2-67073-03,PS204,4,1.0
6820-R2-67073-03,PS209,4,1.0
6820-R2-67073-03,PS214,4,1.0
6820-R2-67073-04,PS204,4,2.0
6820-R2-67073-04,PS206,4,1.0
6820-R2-67073-05,C6S4K87N,4,1.0
6820-R2-67073-05,C6S4K88T,5/8,8.0
6820-R2-67073-05,PS209,4,1.0
6820-R2-67073-05,PS214,4,1.0
6820-R2-67073-06,C6S4K87F,1,2.0
6820-R2-67073-06,C6S4K87N,4,2.0
6820-R2-67073-06,C6S4K87U,1/2,8.0
6820-R2-67073-06,C6S4K88T,5/8,16.0
6820-R2-67073-06,C6SDVYKW,4,1.0
6820-R2-67073-06,C76KHSRR,1,1.0
6820-R2-67073-06,C80R6Y1H,1,1.0
6820-R2-67073-06,PS209,4,1.0
6820-R2-67073-06,PS214,4,1.0
6820-R2-67073-07,C6S4K87E,6,1.0
6820-R2-67073-07,C6S4K8BD,3/4,12.0
6820-R2-67075-01,C6S4K8BD,3/4,16.0
6820-R2-67075-01,C7CX7CSR,4,2.0
6820-R2-67075-01,C99ZZ9EG,4,1.0
6820-R2-67076-01,C76SPABV,1,1.0
6820-R2-67076-01,CBBPLK4,1,1.0
6820-R2-67076-01,PS214,6,1.0
6820-R2-67076-01,PS407,6,1.0
6820-R2-67076-02,C6S4K8BC,3/4,16.0
6820-R2-67076-02,C76SPABB,6,1.0
6820-R2-67076-02,C7CT1ZG1,6,2.0
6820-R2-67076-02,PS204,6,4.0
6820-R2-67076-02,PS206,6,1.0
6820-R2-67076-02,PS401,6,1.0
6820-R2-67076-04,C6S4K88N,5/8,8.0
6820-R2-67076-04,C6S4K8BD,3/4,8.0
6820-R2-67076-04,C6S4K8BF,3/4,12.0
6820-R2-67076-04,C7CX7CSR,4,1.0
6820-R2-67076-04,C7CX7CST,6,1.0
6820-R2-67076-04,C7W3AL3L,1,2.0
6820-R2-67076-04,C99ZZ9DE,1,1.0
6820-R2-67076-04,CFG6WM6Z,1,1.0
6820-R2-67076-04,PS209,6,2.0
6820-R2-67076-04,PS214,6,2.0
6820-R2-67076-05,C6S4K8BF,3/4,36.0
6820-R2-67076-05,C76SPABV,1,1.0
6820-R2-67076-05,C7CX7CST,6,3.0
6820-R2-67076-05,C99ZZ9EJ,6,1.0
6820-R2-67076-05,CBBPLK4,1,1.0
6820-R2-67076-05,PS214,6,1.0
6820-R2-67076-07,C6S4K8BF,3/4,24.0
6820-R2-67076-07,C7CX7CST,6,2.0
6820-R2-67076-07,C99ZZ9EJ,6,1.0
6820-R2-67076-07,PS204,6,4.0
6820-R2-67076-07,PS206,6,1.0
6820-R2-67076-07,PS401,6,1.0
6820-R2-67078-01,PS201,2,2.0
6820-R2-67078-01,PS212,2,1.0
6820-R2-67078-01,PS433,2,2.0
6820-R2-67078-01,PS709,2,2.0
6820-R2-67079-01,C6S4K87F,1,1.0
6820-R2-67079-01,C6S4K87U,1/2,4.0
6820-R2-67079-01,PS201,1,3.0
6820-R2-67079-01,PS212,1,1.0
6820-R2-67079-01,PS433,1,3.0
6820-R2-67079-01,PS709,1,3.0
6820-R2-67080-01,C6S4K8BF,3/4,48.0
6820-R2-67080-01,C7CX7CST,6,4.0
6820-R2-67080-01,C99ZZ9EJ,6,1.0
6820-R2-67080-01,PS214,6,1.0
6820-R2-67080-02,PS209,6,1.0
6820-R2-67080-02,PS214,6,1.0
6820-R2-67081-01,C6S4K8BD,3/4,8.0
6820-R2-67081-01,C6S4K8BE,3/4,8.0
6820-R2-67081-01,C6SBWZF4,8,2.0
6820-R2-67081-01,C6SDVYKY,8,1.0
6820-R2-67081-01,PS902,8,1.0
6820-R2-67081-02,PS204,8,1.0
6820-R2-67081-02,PS206,8,1.0
6820-R2-67081-02,PS406,8,2.0
6820-R2-67081-02,PS434,8,1.0
6820-R2-67081-03,PS204,8,2.0
6820-R2-67081-03,PS206,8,1.0
6820-R2-67081-04,PS204,8,1.0
6820-R2-67081-05,C6S4K87F,1,2.0
6820-R2-67081-05,C6S4K87U,1/2,8.0
6820-R2-67081-05,C6S4K8BE,3/4,16.0
6820-R2-67081-05,C6SBWZF4,8,2.0
6820-R2-67081-05,C6SDVYKY,8,1.0
6820-R2-67081-05,C76KHSRR,1,1.0
6820-R2-67081-05,C80R6Y1H,1,1.0
6820-R2-67081-05,PS209,8,2.0
6820-R2-67081-05,PS214,8,2.0
6820-R2-67081-06,C6S4K87R,6,1.0
6820-R2-67081-06,C6S4K8BC,3/4,8.0
6820-R2-67081-06,C6S4K8BF,3/4,8.0
6820-R2-67081-06,C6SBWZF4,8,1.0
6820-R2-67086-01,PS209,4,1.0
6820-R2-67086-01,PS214,4,1.0
6820-R2-67086-02,PS214,4,2.0
6820-R2-67087-01,C6S4K8BC,3/4,8.0
6820-R2-67087-01,C7CT1ZG1,6,1.0
6820-R2-67087-01,PS204,6,2.0
6820-R2-67087-01,PS206,6,1.0
6820-R2-67087-01,PS406,6,1.0
6820-R2-67087-01,PS434,6,1.0
6820-R2-67087-02,C6S4K8BC,3/4,8.0
6820-R2-67087-02,C7CT1ZG1,6,1.0
6820-R2-67087-02,PS434,6,1.0
6820-R2-67088-01,C6S4K8BC,3/4,24.0
6820-R2-67088-01,C7CT1ZG1,6,3.0
6820-R2-67088-01,C84KV7D1,6,1.0
6820-R2-67088-01,PS204,6,1.0
6820-R2-67088-01,PS205,6,1.0
6820-R2-67088-01,PS413,6,1.0
6820-R2-67088-01,PS434,6,2.0
6820-R2-67088-02,C6S4K87V,1/2,4.0
6820-R2-67088-02,C6S4K8BC,3/4,32.0
6820-R2-67088-02,C7CT1ZG1,6,4.0
6820-R2-67088-02,C84MWBH0,6,1.0
6820-R2-67088-02,PS206,6,1.0
6820-R2-67088-03,C56FCLX2,2,2.0
6820-R2-67088-03,C5PKSAD1,2,2.0
6820-R2-67088-03,C6S4K88R,5/8,8.0
6820-R2-67088-03,C7CT1ZFS,2,2.0
6820-R2-67088-03,C84KV7CX,2,1.0
6820-R2-67088-03,CEZCLWH,2,13.2
6820-R2-67088-03,PS205,2,2.0
6820-R2-67088-03,PS413,2,1.0
6820-R2-67091-01,C6S4K88S,5/8,24.0
6820-R2-67091-01,C7CT1ZFZ,4,3.0
6820-R2-67091-01,C84KV7D0,4,1.0
6820-R2-67091-01,PS205,4,1.0
6820-R2-67091-01,PS406,4,1.0
6820-R2-67091-01,PS413,4,1.0
6820-R2-67091-01,PS902,4,1.0
6820-R2-67091-02,PS204,4,1.0
6820-R2-67091-02,PS434,4,2.0
6820-R2-67092-01,C6S4K87F,1,3.0
6820-R2-67092-01,C6S4K87U,1/2,16.0
6820-R2-67092-01,C76KHSRR,1,2.0
6820-R2-67092-02,PS201,1,1.0
6820-R2-67092-02,PS212,1,1.0
6820-R2-67092-02,PS213,1,1.0
6820-R2-67092-02,PS433,1,1.0
6820-R2-67092-02,PS719,1,1.0
6820-R2-67092-02,PS732,1,1.0
6820-R2-67093-01,C6S4K8CU,7/8,24.0
6820-R2-67093-01,C6S4K8CV,7/8,12.0
6820-R2-67093-01,C6SBWZET,10,3.0
6820-R2-67093-01,C6SDVYKS,10,1.0
6820-R2-67093-02,C6S4K87U,1/2,4.0
6820-R2-67093-02,C6S4K8CU,7/8,12.0
6820-R2-67093-02,C6SBWZET,10,1.0
6820-R2-67093-02,PS204,10,1.0
6820-R2-67093-02,PS412,10,1.0
6820-R2-67093-03,C6S4K87F,1,2.0
6820-R2-67093-03,C6S4K87U,1/2,8.0
6820-R2-67093-03,C6S4K8CU,7/8,12.0
6820-R2-67093-03,C6SBWZET,10,1.0
6820-R2-67093-03,C76KHSRR,1,1.0
6820-R2-67093-03,C80R6Y1H,1,1.0
6820-R2-67093-03,PS209,10,1.0
6820-R2-67093-03,PS413,10,1.0
6820-R2-67093-04,C6S4K8BD,3/4,16.0
6820-R2-67093-04,C6SBWZF4,8,2.0
6820-R2-67093-05,C6S4K87F,1,2.0
6820-R2-67093-05,C6S4K87U,1/2,8.0
6820-R2-67093-05,C6S4K8D6,7/8,12.0
6820-R2-67093-05,C76KHSRR,1,1.0
6820-R2-67093-05,C80R6Y1H,1,1.0
6820-R2-67093-05,PS209,10,1.0
6820-R2-67093-05,PS413,10,1.0
6820-R2-67093-05,PS430,10,1.0
6820-R2-67094-01,PS201,1,3.0
6820-R2-67094-01,PS433,1,4.0
6820-R2-67094-01,PS719,1,4.0
6820-R2-67095-01,C6S4K87U,1/2,4.0
6820-R2-67095-01,C7CT1ZFH,1,1.0
6820-R2-67095-01,CEZCLUC,1,0.4
6820-R2-67095-01,CFG8U73Y,1,1.0
6820-R2-67095-01,PS204,24,2.0
6820-R2-67095-01,PS205,24,2.0
6820-R2-67095-01,PS413,24,2.0
6820-R2-67096-01,C6S4K87U,1/2,8.0
6820-R2-67096-01,C76KHSRR,1,1.0
6820-R2-67096-01,C7CT1ZFH,1,2.0
6820-R2-67096-01,C7W2U478,1,1.0
6820-R2-67096-01,C7W2U48L,1,1.0
6820-R2-67096-01,CEZMKL0,1,1.0
6820-R2-67096-01,PS204,3,1.0
6820-R2-67096-01,PS406,3,2.0
6820-R2-67096-01,PS434,3,1.0
6820-R2-67096-02,PS434,3,1.0
6820-R2-67096-03,C6S4K88S,5/8,8.0
6820-R2-67096-03,C6SDVYL1,3,1.0
6820-R2-67096-03,C7CT1ZFX,3,2.0
6820-R2-67097-01,C76KFFTD,1,7.1
6820-R2-67097-01,C7BP51NV,1,1.0
6820-R2-67097-01,C7BP5GGW,1,2.0
6820-R2-67097-01,C7CT1ZFH,1,1.0
6820-R2-67097-01,C7W2U48L,1,1.0
6820-R2-67097-01,PS719,1,1.0
6820-R2-67098-01,PS203,12,1.0
6820-R2-67099-01,C6S4K8EA,1,16.0
6820-R2-67099-01,C6SBWZEW,16,1.0
6820-R2-67099-01,PS432,16,1.0
6820-R2-67099-01,PS902,16,1.0
6820-R2-67099-02,PS412,16,1.0
6820-R2-67099-03,C6S4K8BD,3/4,8.0
6820-R2-67099-03,C6S4K8CS,7/8,12.0
6820-R2-67099-03,C6SBWZET,10,1.0
6820-R2-67099-03,C6SBWZF4,8,1.0
6820-R2-67099-03,PS205,16,2.0
6820-R2-67107-01,C6S4K88N,5/8,8.0
6820-R2-67107-01,C76SPABV,1,1.0
6820-R2-67107-01,C7W3AL3L,1,2.0
6820-R2-67107-01,C99ZZ9DE,1,1.0
6820-R2-67107-01,CBBPLK4,1,1.0
6820-R2-67107-01,PS719,1,1.0
6820-R2-67107-02,PS205,1,2.0
6820-R2-67107-02,PS210,1,1.0
6820-R2-67107-02,PS604,1,1.0
6820-R2-67107-02,PS709,1,2.0
6820-R2-67107-03,PS719,1,2.0
6820-R2-67107-04,C6S4K88N,5/8,16.0
6820-R2-67107-04,C76SPABT,1/2,1.0
6820-R2-67107-04,C7W3AL3L,1,4.0
6820-R2-67107-04,C99ZZ9DE,1,1.0
6820-R2-67107-04,C99ZZ9EE,1,1.0
6820-R2-67107-04,CBBPLK2,1/2,1.0
6820-R2-67107-04,PS204,1,1.0
6820-R2-67107-04,PS709,1,2.0
6820-R2-67107-04,PS718,1,1.0
6820-R2-67107-05,C6S4K88N,5/8,8.0
6820-R2-67107-05,C7W3AL3L,1,2.0
6820-R2-67107-05,PS719,1,3.0
6820-R2-67107-06,C6S4K88N,5/8,12.0
6820-R2-67107-06,C6S4K88S,5/8,4.0
6820-R2-67107-06,C76SPABT,1/2,2.0
6820-R2-67107-06,C7W3AL3L,1,4.0
6820-R2-67107-06,C99ZZ9DE,1,1.0
6820-R2-67107-06,CBBPLK2,1/2,2.0
6820-R2-67107-06,PS206,1,1.0
6820-R2-67107-06,PS709,1,2.0
6820-R2-67107-07,C6S4K88N,5/8,12.0
6820-R2-67107-07,C7W3AL3L,1,3.0
6820-R2-67107-07,C99ZZ9DE,1,1.0
6820-R2-67107-07,PS719,1,2.0
6820-R2-67109-01,C56FCLX2,2,2.0
6820-R2-67109-01,C5PKSAD1,2,3.0
6820-R2-67109-01,C6S4K88R,5/8,8.0
6820-R2-67109-01,C7CT1ZFS,2,2.0
6820-R2-67109-01,C7SNM2BD,2,1.0
6820-R2-67109-01,CEZCLWH,2,9.4
6820-R2-67109-01,PS604,2,1.0
6820-R2-67110-01,C6S4K88R,5/8,16.0
6820-R2-67110-01,C7J7XW2J,2,1.0
6820-R2-67110-01,C80U8UAY,1/2,1.0
6820-R2-67110-01,CBBPLK2,1/2,1.0
6820-R2-67110-01,CGKFEG63,2,2.0
6820-R2-67110-01,PS204,2,1.0
6820-R2-67110-01,PS709,2,2.0
6820-R2-67110-02,C6S4K88N,5/8,4.0
6820-R2-67110-02,CGKFEG5U,3/4,1.0
6820-R2-67111-01,CEZCLWH,2,0.5
6820-R2-67111-02,C5PKSAD1,2,4.0
6820-R2-67111-02,CEZCLWH,2,10.5
6820-R2-67111-02,PS201,2,1.0
6820-R2-67111-02,PS210,2,1.0
6820-R2-67111-02,PS433,2,1.0
6820-R2-67111-02,PS712,2,2.0
6820-R2-67111-03,C2KV11G,1,2.0
6820-R2-67111-03,C56BEZYW,2,2.0
6820-R2-67111-03,C6S4K87U,1/2,24.0
6820-R2-67111-03,C7CT1ZFH,1,6.0
6820-R2-67111-03,C80T8DJ0,1,2.0
6820-R2-67111-03,CEZCLWH,2,1.7
6820-R2-67111-03,CFG6WM5U,1,2.0
6820-R2-67111-03,CFG8U73Y,1,4.0
6820-R2-67111-03,PS201,2,1.0
6820-R2-67111-03,PS433,2,1.0
6820-R2-67111-03,PS709,2,1.0
6820-R2-67111-04,C56FCLX2,2,2.0
6820-R2-67111-04,C5PKSAD1,2,2.0
6820-R2-67111-04,C6S4K88R,5/8,8.0
6820-R2-67111-04,C7CT1ZFS,2,2.0
6820-R2-67111-04,C7SNM2BD,2,1.0
6820-R2-67111-04,CEZCLWH,2,2.9
6820-R2-67111-04,PS201,2,1.0
6820-R2-67111-04,PS202,2,1.0
6820-R2-67111-04,PS412,2,1.0
6820-R2-67111-04,PS433,2,1.0
6820-R2-67112-01,C56FCLX2,2,1.0
6820-R2-67112-01,C5PKSACZ,2,1.0
6820-R2-67112-01,C5PKSAD1,2,3.0
6820-R2-67112-01,C6S4K88R,5/8,4.0
6820-R2-67112-01,C7CT1ZFS,2,1.0
6820-R2-67112-01,CEZCLWH,2,15.1
6820-R2-67112-01,PS201,2,1.0
6820-R2-67112-01,PS433,2,1.0
6820-R2-67113-01,C6S4K88S,5/8,12.0
6820-R2-67113-01,C76KHSS5,3,3.0
6820-R2-67113-01,C76RJXHR,3,1.0
6820-R2-67114-01,C6S4K88S,5/8,4.0
6820-R2-67114-01,C76KHSS5,3,1.0
6820-R2-67114-02,C6S4K87V,1/2,4.0
6820-R2-67114-02,C6S4K88S,5/8,4.0
6820-R2-67114-02,C76KHSS5,3,1.0
6820-R2-67114-02,PS210,3,1.0
6820-R2-67115-01,C6S4K88S,5/8,8.0
6820-R2-67115-01,C76KHSS7,4,1.0
6820-R2-67115-02,C6S4K87V,1/2,4.0
6820-R2-67115-02,C6S4K88S,5/8,8.0
6820-R2-67115-02,C76KHSS7,4,1.0
6820-R2-67115-02,PS210,4,1.0
6820-R2-67115-02,PS418,4,1.0
6820-R2-67116-01,C6S4K8BC,3/4,16.0
6820-R2-67116-01,C7CT1ZG1,6,2.0
6820-R2-67116-01,PS204,6,2.0
6820-R2-67116-01,PS206,6,1.0
6820-R2-67118-01,C145308,2,12.1
6820-R2-67118-01,C1DMWEN,2,2.0
6820-R2-67118-01,C1DR2JR,2,3.0
6820-R2-67118-01,C6S4K88R,5/8,8.0
6820-R2-67118-01,C76KHSS3,2,2.0
6820-R2-67118-02,C145308,2,21.3
6820-R2-67118-02,C1DMWEN,2,1.0
6820-R2-67118-02,C1DR2JR,2,3.0
6820-R2-67118-02,C6S4K88R,5/8,8.0
6820-R2-67118-02,C76KHSS3,2,2.0
6820-R2-67118-02,C76RJXHX,2,1.0
6820-R2-67118-02,PS210,2,1.0
6820-R2-67118-02,PS221,2,1.0
6820-R2-67118-02,PS608,2,1.0
6820-R2-67118-02,PS713,2,1.0
6820-R2-67118-02,PS720,2,1.0
6820-R2-67118-03,C145308,2,42.2
6820-R2-67118-03,C1DMWEN,2,5.0
6820-R2-67118-03,PS201,2,2.0
6820-R2-67118-03,PS210,2,1.0
6820-R2-67118-03,PS433,2,3.0
6820-R2-67118-03,PS712,2,1.0
6820-R2-67118-03,PS713,2,1.0
6820-R2-67118-03,PS719,2,1.0
6820-R2-67118-04,C145308,2,21.9
6820-R2-67118-04,C1DMWEN,2,7.0
6820-R2-67118-04,PS201,2,2.0
6820-R2-67118-04,PS433,2,2.0
6820-R2-67119-01,C6S4K87V,1/2,12.0
6820-R2-67120-01,C6S4K8BC,3/4,16.0
6820-R2-67120-01,C7CT1ZG1,6,2.0
6820-R2-67120-01,C84MWBH0,6,1.0
6820-R2-67120-01,PS401,6,1.0
6820-R2-67120-01,PS433,6,1.0
6820-R2-67120-02,C6S4K8BC,3/4,16.0
6820-R2-67120-02,C76SPABB,6,1.0
6820-R2-67120-02,C7CT1ZG1,6,2.0
6820-R2-67120-02,PS209,6,1.0
6820-R2-67120-03,C56FCLX2,2,1.0
6820-R2-67120-03,C6S4K894,5/8,4.0
6820-R2-67120-03,C7CT1ZFS,2,2.0
6820-R2-67120-03,C8ADWXKM,2,1.0
6820-R2-67120-03,CEZCLWH,2,0.7
6820-R2-67120-04,PS201,6,1.0
6820-R2-67120-04,PS203,6,1.0
6820-R2-67120-04,PS204,6,1.0
6820-R2-67120-04,PS401,6,1.0
6820-R2-67120-04,PS433,6,2.0
6820-R2-67120-05,C6S4K88S,5/8,8.0
6820-R2-67120-05,C7CT1ZFZ,4,1.0
6820-R2-67120-05,PS433,6,1.0
6820-R2-67121-01,C1DR2JM,1,1.0
6820-R2-67121-01,C1DR2JV,1,1.0
6820-R2-67121-01,C41B2D94,1,1.0
6820-R2-67121-01,C6S4K87U,1/2,8.0
6820-R2-67121-01,C6S4K8CX,7/8,12.0
6820-R2-67121-01,C6S4K8EA,1,12.0
6820-R2-67121-01,C76KHSRZ,1,2.0
6820-R2-67121-01,C76KJLFJ,14,1.0
6820-R2-67121-01,C76RJXHV,1,1.0
6820-R2-67121-01,C7BP7ZE8,8,1.0
6820-R2-67121-01,PS902,14,1.0
6820-R2-67121-02,C1DR2JM,1,1.0
6820-R2-67121-02,C1DR2JV,1,1.0
6820-R2-67121-02,C41B2D94,1,1.0
6820-R2-67121-02,C6S4K87U,1/2,8.0
6820-R2-67121-02,C6S4K87V,1/2,4.0
6820-R2-67121-02,C76KHSRZ,1,2.0
6820-R2-67121-02,C76RJXHV,1,1.0
6820-R2-67121-04,C6S4K87Y,1/2,4.0
6820-R2-67122-01,C6S4K87F,1,2.0
6820-R2-67122-01,C6S4K87R,6,2.0
6820-R2-67122-01,C6S4K87U,1/2,8.0
6820-R2-67122-01,C6S4K8BC,3/4,8.0
6820-R2-67122-01,C7T63YAU,1,1.0
6820-R2-67122-01,C99ZZ9D2,1,1.0
6820-R2-67122-01,C99ZZ9DA,6,1.0
6820-R2-67122-01,PS209,6,1.0
6820-R2-67122-01,PS214,6,1.0
6820-R2-67122-02,C6S4K87F,1,2.0
6820-R2-67122-02,C6S4K87R,6,2.0
6820-R2-67122-02,C6S4K87U,1/2,8.0
6820-R2-67122-02,C6S4K8BC,3/4,16.0
6820-R2-67122-02,C7T63YAU,1,1.0
6820-R2-67122-02,C99ZZ9D2,1,1.0
6820-R2-67122-02,PS206,6,1.0
6820-R2-67122-02,PS407,6,1.0
6820-R2-67122-03,C6S4K87R,6,2.0
6820-R2-67122-03,C6S4K8BC,3/4,16.0
6820-R2-67122-03,C99ZZ9DA,6,1.0
6820-R2-67122-04,C6S4K87F,1,2.0
6820-R2-67122-04,C6S4K87J,2,2.0
6820-R2-67122-04,C6S4K87U,1/2,8.0
6820-R2-67122-04,C6S4K88P,5/8,4.0
6820-R2-67122-04,C6S4K88R,5/8,4.0
6820-R2-67122-04,C7T63YAX,2,1.0
6820-R2-67122-04,C99ZZ9D2,1,1.0
